message;severity;node;stamp;topics;location
"F=15088; x=14.214403; y=17.329484; th=1.125427; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.856000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15087; x=14.214284; y=17.329271; th=1.123244; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.855000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15086; x=14.214164; y=17.329059; th=1.121056; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.854000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15085; x=14.214045; y=17.328848; th=1.118862; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.853000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15084; x=14.213925; y=17.328637; th=1.116663; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.852000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15083; x=14.213804; y=17.328426; th=1.114457; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.851000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15082; x=14.213684; y=17.328216; th=1.112245; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.850000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15081; x=14.213563; y=17.328006; th=1.110028; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.849000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15080; x=14.213442; y=17.327797; th=1.107804; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.848000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15079; x=14.213319; y=17.327587; th=1.105578; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.847000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15078; x=14.213196; y=17.327378; th=1.103345; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.846000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15077; x=14.213072; y=17.327168; th=1.101106; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.845000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15076; x=14.212947; y=17.326960; th=1.098861; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.844000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15075; x=14.212822; y=17.326751; th=1.096611; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.843000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15074; x=14.212697; y=17.326543; th=1.094354; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.841000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15073; x=14.212571; y=17.326336; th=1.092092; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.831000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15072; x=14.212445; y=17.326128; th=1.089823; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.829000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15071; x=14.212318; y=17.325921; th=1.087549; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.829000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15070; x=14.212191; y=17.325715; th=1.085268; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.827000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15069; x=14.212063; y=17.325509; th=1.082982; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.826000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15068; x=14.211934; y=17.325303; th=1.080689; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.825000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15067; x=14.211805; y=17.325098; th=1.078391; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.825000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15066; x=14.211676; y=17.324893; th=1.076087; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.824000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15065; x=14.211546; y=17.324689; th=1.073777; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.824000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15064; x=14.211415; y=17.324485; th=1.071460; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.823000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15063; x=14.211284; y=17.324282; th=1.069137; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.822000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15062; x=14.211152; y=17.324078; th=1.066808; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.822000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15061; x=14.211020; y=17.323876; th=1.064471; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.821000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15060; x=14.210887; y=17.323674; th=1.062127; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.821000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15059; x=14.210753; y=17.323472; th=1.059777; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.820000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15058; x=14.210619; y=17.323271; th=1.057419; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.820000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15057; x=14.210485; y=17.323070; th=1.055054; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.814000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15056; x=14.210349; y=17.322870; th=1.052682; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.813000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15055; x=14.210214; y=17.322670; th=1.050303; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.813000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15054; x=14.210077; y=17.322470; th=1.047918; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.812000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15053; x=14.209940; y=17.322271; th=1.045526; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.811000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15052; x=14.209803; y=17.322073; th=1.043128; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.811000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15051; x=14.209665; y=17.321874; th=1.040724; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.810000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15050; x=14.209527; y=17.321677; th=1.038314; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.810000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15049; x=14.209388; y=17.321479; th=1.035899; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.809000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15048; x=14.209249; y=17.321282; th=1.033479; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.808000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15047; x=14.209109; y=17.321086; th=1.031054; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.808000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15046; x=14.208968; y=17.320889; th=1.028623; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.807000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15045; x=14.208828; y=17.320693; th=1.026188; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.806000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15044; x=14.208687; y=17.320498; th=1.023746; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.804000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15043; x=14.208545; y=17.320303; th=1.021300; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.803000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15042; x=14.208403; y=17.320108; th=1.018849; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.799000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15041; x=14.208261; y=17.319914; th=1.016393; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.798000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15040; x=14.208118; y=17.319720; th=1.013932; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.797000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15039; x=14.207975; y=17.319526; th=1.011466; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.797000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15038; x=14.207831; y=17.319332; th=1.008993; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.796000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15037; x=14.207687; y=17.319139; th=1.006513; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.795000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15036; x=14.207542; y=17.318947; th=1.004027; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.794000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15035; x=14.207397; y=17.318754; th=1.001534; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.793000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15034; x=14.207252; y=17.318563; th=0.999035; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.793000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15033; x=14.207106; y=17.318371; th=0.996532; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.791000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15032; x=14.206960; y=17.318180; th=0.994024; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.791000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15031; x=14.206813; y=17.317989; th=0.991510; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.791000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15030; x=14.206666; y=17.317798; th=0.988990; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.789000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15029; x=14.206518; y=17.317608; th=0.986464; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.789000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15028; x=14.206370; y=17.317419; th=0.983931; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.788000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15027; x=14.206221; y=17.317230; th=0.981392; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.787000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15026; x=14.206072; y=17.317041; th=0.978847; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.778000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15025; x=14.205922; y=17.316853; th=0.976297; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.778000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15024; x=14.205771; y=17.316666; th=0.973745; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.777000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15023; x=14.205620; y=17.316479; th=0.971193; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.775000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=15022; x=14.205468; y=17.316293; th=0.968649; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"51.775000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
